"Delta.M1","Delta.Inter","Delta.COV","Usa_Vel","Primavera_flag","Delta.prima","Sazo.Cycle","Delta.sazo","Delay","Error"
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.98,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",0.99,9,0.20634351704606
0.8,1,1,FALSE,"Sem",0.95,"Sem",1,9,0.20634351704606
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,6,0.206345047012788
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.96,9,0.20635547974792
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.95,9,0.206357914516472
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.92,10,0.206370444372701
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.92,0,0.206378286901606
0.9,1,1,FALSE,"Sem",0.95,"Anual",1,7,0.206389632797949
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.91,11,0.206399149632595
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.96,8,0.206422054062947
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.94,12,0.206422860990374
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.97,3,0.20643108611161
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.96,1,0.20643407865366
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.9,0,0.206447205942622
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.97,8,0.206448429304787
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.9,7,0.206465992736955
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.95,0,0.20648725999787
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.92,10,0.206525589265078
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.94,12,0.206535391883672
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.91,4,0.206535421356996
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.9,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.91,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.92,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.93,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.94,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.95,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.96,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.97,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.98,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.99,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Sem",1,0,0.206541997581031
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,12,0.206545482460067
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.94,1,0.206561815596643
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.94,6,0.206562604643211
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.94,1,0.206566663075118
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,5,0.206569356787658
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.93,4,0.206573878592238
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.93,4,0.206577191779978
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.96,6,0.206577842140317
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.94,9,0.206582181367599
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.95,10,0.206582907865682
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.9,10,0.206592635573444
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.92,2,0.206601106462879
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.95,3,0.206604468114939
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.9,2,0.206607654036213
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.96,6,0.206608634869438
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.92,8,0.206608771294937
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.93,9,0.206616516905018
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.94,7,0.206621908182382
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.92,8,0.206626812033787
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.9,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.91,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.92,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.93,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.94,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.95,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.96,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.97,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.98,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.99,4,0.206636436362249
0.82,1,1,TRUE,"Sem",0.95,"Sem",1,4,0.206636436362249
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.9,10,0.206640400021306
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.97,2,0.206653221462157
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,12,0.206658407152667
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,12,0.206658407152667
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.92,3,0.206664450632658
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.94,0,0.206670095612555
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.97,9,0.206672314380688
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.91,2,0.206694440065039
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.9,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.91,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.92,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.93,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.94,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.95,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.96,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.97,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.98,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.99,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Sem",1,5,0.206695011297233
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.93,10,0.206712338665728
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,8,0.206724143527189
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,8,0.206724143527189
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.96,4,0.206724852716972
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.95,11,0.206727181703458
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.99,7,0.206739378097567
0.88,1,1,FALSE,"Sem",0.95,"Anual",1,9,0.206744461337256
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.92,12,0.206744662317954
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.99,4,0.206767872306468
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.9,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.91,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.92,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.93,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.94,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.95,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.96,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.97,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.98,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",0.99,1,0.206774060318784
0.88,1,1,FALSE,"Sem",0.95,"Sem",1,1,0.206774060318784
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.99,8,0.206779969604935
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,2,0.206791071245712
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.9,2,0.206792162732838
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.92,6,0.20679714411174
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.92,3,0.206798765006189
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.99,10,0.206804192358341
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.9,8,0.206805555387689
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,10,0.206811915939082
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,10,0.206811915939082
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.98,7,0.206819565818624
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.9,12,0.20682290103284
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.95,8,0.206830848621519
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.95,10,0.206836522683794
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.96,10,0.206845623973285
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.96,9,0.206847434050981
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.9,1,0.206849155541906
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.92,5,0.20685992229177
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.98,9,0.206870053757943
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.91,7,0.206870581297566
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.96,12,0.206870898034444
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.97,1,0.20688220817101
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.94,5,0.206885806232244
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.92,1,0.206890412976777
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.95,12,0.206892937026875
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.96,5,0.206912153973117
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.9,11,0.206914961605231
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.97,12,0.206918310848026
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.92,5,0.206937446742891
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.9,1,0.206938632004674
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.91,10,0.206939322046141
0.92,1,1,FALSE,"Sem",0.95,"Anual",1,4,0.206941183873769
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.9,6,0.206972010439992
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.91,0,0.206974422901799
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.92,1,0.206987697506289
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,9,0.206992968415446
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,9,0.206992968415446
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.95,5,0.207002409355376
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.91,4,0.207011547455145
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.96,0,0.207015539586734
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,8,0.207023171460555
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.9,3,0.207031503038587
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.9,3,0.207040652127376
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,8,0.207044136169769
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,8,0.207044136169769
0.8,1,1,TRUE,"Sem",0.95,"Anual",1,9,0.207046605112466
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.93,8,0.207049615481461
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.9,5,0.207067749418463
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.93,11,0.207075009708747
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.95,7,0.207078529704565
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.94,2,0.207081734403807
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.91,9,0.20708803014317
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.97,5,0.207103076437616
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.97,10,0.207140976592592
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.92,7,0.207144324587385
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.9,5,0.207152310805211
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.95,1,0.207164846743986
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,5,0.207166718027245
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.91,11,0.207176070930007
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.94,9,0.207178585042939
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.95,2,0.207182316604433
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.93,6,0.207192716859596
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.98,11,0.207200578596317
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,7,0.20721385526666
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.9,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.91,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.92,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.93,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.94,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.95,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.96,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.97,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.98,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",0.99,1,0.207215645501233
0.8,1,1,TRUE,"Sem",0.95,"Sem",1,1,0.207215645501233
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.9,6,0.207219287926463
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,7,0.207245141140151
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,7,0.207245141140151
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.93,2,0.207252691558355
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.93,7,0.20726008278636
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.93,12,0.207278925590812
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.9,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.91,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.92,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.93,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.94,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.95,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.96,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.97,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.98,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",0.99,3,0.207305414064544
0.82,1,1,TRUE,"Sem",0.95,"Sem",1,3,0.207305414064544
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,10,0.207310594340911
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,10,0.207310594340911
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.96,0,0.207312706575689
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.95,7,0.207318968059058
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.96,2,0.207321259887705
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,8,0.207325321185898
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.91,8,0.207328547451363
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.93,0,0.207350607588835
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.94,4,0.207358310794414
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,12,0.207411553417778
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,12,0.207411553417778
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,10,0.207435537493411
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,10,0.207435537493411
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.92,10,0.207436440493061
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.9,8,0.207441941951244
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.99,9,0.207443774409323
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.94,11,0.207452541396541
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.97,9,0.207458402010561
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.96,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.97,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.98,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.99,9,0.207462032069077
0.84,1,1,TRUE,"Sem",0.95,"Sem",1,9,0.207462032069077
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.95,9,0.207463189552901
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.91,0,0.207464801126655
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.94,8,0.207467516731543
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.98,10,0.207492431672832
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.96,3,0.207529862305515
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.91,2,0.20755032995338
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.98,4,0.207558017641305
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.93,10,0.207560656128421
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.95,3,0.207569199192385
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.9,7,0.207583268710008
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.9,4,0.2076013149784
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.93,3,0.207602874981199
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.9,6,0.20760415857795
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.91,6,0.20760415857795
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.92,6,0.20760415857795
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.93,6,0.20760415857795
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.94,6,0.20760415857795
0.84,1,1,TRUE,"Sem",0.95,"Sem",0.95,6,0.20760415857795
