Delta.M1,Delta.Inter,Delta.COV,Delta.gravi,Ord.M1,Error
0.91,0.94,0.98,0.92,1,0.739045467
0.91,0.94,0.98,0.92,2,1.169803096
0.91,0.94,0.98,0.93,1,0.737840673
0.91,0.94,0.98,0.93,2,1.168027083
0.91,0.94,0.98,0.94,1,0.736585329
0.91,0.94,0.98,0.94,2,1.166336636
0.91,0.94,0.98,0.95,1,0.735299168
0.91,0.94,0.98,0.95,2,1.164711441
0.91,0.94,0.98,0.96,1,0.734034964
0.91,0.94,0.98,0.96,2,1.16313029
0.91,0.94,0.98,0.97,1,0.73274444
0.91,0.94,0.98,0.97,2,1.161587282
0.91,0.94,0.98,0.98,1,0.731359959
0.91,0.94,0.98,0.98,2,1.160035605
0.91,0.94,0.98,0.99,1,0.729872236
0.91,0.94,0.98,0.99,2,1.158595482
0.91,0.94,0.98,1,1,0.728279331
0.91,0.94,0.98,1,2,1.157212179
0.91,0.94,0.99,0.9,1,0.741345869
0.91,0.94,0.99,0.9,2,1.174585666
0.91,0.94,0.99,0.91,1,0.740171072
0.91,0.94,0.99,0.91,2,1.171778041
0.91,0.94,0.99,0.92,1,0.738964561
0.91,0.94,0.99,0.92,2,1.169703278
0.91,0.94,0.99,0.93,1,0.737761538
0.91,0.94,0.99,0.93,2,1.167935455
0.91,0.94,0.99,0.94,1,0.736507562
0.91,0.94,0.99,0.94,2,1.166251366
0.91,0.94,0.99,0.95,1,0.735222377
0.91,0.94,0.99,0.95,2,1.16463089
0.91,0.94,0.99,0.96,1,0.733960593
0.91,0.94,0.99,0.96,2,1.163053058
0.91,0.94,0.99,0.97,1,0.732670018
0.91,0.94,0.99,0.97,2,1.161512248
0.91,0.94,0.99,0.98,1,0.731285287
0.91,0.94,0.99,0.98,2,1.159961936
0.91,0.94,0.99,0.99,1,0.729797158
0.91,0.94,0.99,0.99,2,1.158522597
0.91,0.94,0.99,1,1,0.728203711
0.91,0.94,0.99,1,2,1.1571397
0.91,0.94,1,0.9,1,0.741264001
0.91,0.94,1,0.9,2,1.174460758
0.91,0.94,1,0.91,1,0.740091623
0.91,0.94,1,0.91,2,1.171673564
0.91,0.94,1,0.92,1,0.738887121
0.91,0.94,1,0.92,2,1.169608395
0.91,0.94,1,0.93,1,0.73768571
0.91,0.94,1,0.93,2,1.167848248
0.91,0.94,1,0.94,1,0.736432954
0.91,0.94,1,0.94,2,1.166170093
0.91,0.94,1,0.95,1,0.735148611
0.91,0.94,1,0.95,2,1.164553991
0.91,0.94,1,0.96,1,0.733888967
0.91,0.94,1,0.96,2,1.162979198
0.91,0.94,1,0.97,1,0.73259826
0.91,0.94,1,0.97,2,1.161440367
0.91,0.94,1,0.98,1,0.731213213
0.91,0.94,1,0.98,2,1.159891253
0.91,0.94,1,0.99,1,0.729724631
0.91,0.94,1,0.99,2,1.158452576
0.91,0.94,1,1,1,0.728130615
0.91,0.94,1,1,2,1.157069997
0.91,0.95,0.9,0.9,1,0.741894562
0.91,0.95,0.9,0.9,2,1.174572202
0.91,0.95,0.9,0.91,1,0.74070907
0.91,0.95,0.9,0.91,2,1.172079165
0.91,0.95,0.9,0.92,1,0.73949011
0.91,0.95,0.9,0.92,2,1.170154922
0.91,0.95,0.9,0.93,1,0.738272639
0.91,0.95,0.9,0.93,2,1.168379561
0.91,0.95,0.9,0.94,1,0.737002164
0.91,0.95,0.9,0.94,2,1.166690691
0.91,0.95,0.9,0.95,1,0.735791361
0.91,0.95,0.9,0.95,2,1.165074316
0.91,0.95,0.9,0.96,1,0.734559029
0.91,0.95,0.9,0.96,2,1.163496118
0.91,0.95,0.9,0.97,1,0.733241986
0.91,0.95,0.9,0.97,2,1.161950153
0.91,0.95,0.9,0.98,1,0.731832673
0.91,0.95,0.9,0.98,2,1.160390489
0.91,0.95,0.9,0.99,1,0.730323639
0.91,0.95,0.9,0.99,2,1.158938729
0.91,0.95,0.9,1,1,0.728713862
0.91,0.95,0.9,1,2,1.157541655
0.91,0.95,0.91,0.9,1,0.741768673
0.91,0.95,0.91,0.9,2,1.174385122
0.91,0.95,0.91,0.91,1,0.740587469
0.91,0.95,0.91,0.91,2,1.171915959
0.91,0.95,0.91,0.92,1,0.739372214
0.91,0.95,0.91,0.92,2,1.170007812
0.91,0.95,0.91,0.93,1,0.738157913
0.91,0.95,0.91,0.93,2,1.168245334
0.91,0.95,0.91,0.94,1,0.736890108
0.91,0.95,0.91,0.94,2,1.16656659
0.91,0.95,0.91,0.95,1,0.735685713
0.91,0.95,0.91,0.95,2,1.164957959
0.91,0.95,0.91,0.96,1,0.734454429
0.91,0.95,0.91,0.96,2,1.163385481
0.91,0.95,0.91,0.97,1,0.733138084
0.91,0.95,0.91,0.97,2,1.161843578
0.91,0.95,0.91,0.98,1,0.731729143
0.91,0.95,0.91,0.98,2,1.160286683
0.91,0.95,0.91,0.99,1,0.730220165
0.91,0.95,0.91,0.99,2,1.158836729
0.91,0.95,0.91,1,1,0.728610118
0.91,0.95,0.91,1,2,1.157440784
0.91,0.95,0.92,0.9,1,0.741649022
0.91,0.95,0.92,0.9,2,1.17421216
0.91,0.95,0.92,0.91,1,0.740471795
0.91,0.95,0.92,0.91,2,1.171761584
0.91,0.95,0.92,0.92,1,0.739259963
0.91,0.95,0.92,0.92,2,1.16986847
0.91,0.95,0.92,0.93,1,0.738048574
0.91,0.95,0.92,0.93,2,1.168118021
0.91,0.95,0.92,0.94,1,0.736783202
0.91,0.95,0.92,0.94,2,1.16644871
0.91,0.95,0.92,0.95,1,0.735584689
0.91,0.95,0.92,0.95,2,1.164847263
0.91,0.95,0.92,0.96,1,0.734354289
0.91,0.95,0.92,0.96,2,1.163280057
0.91,0.95,0.92,0.97,1,0.733038497
0.91,0.95,0.92,0.97,2,1.161741868
0.91,0.95,0.92,0.98,1,0.731629806
0.91,0.95,0.92,0.98,2,1.160187481
0.91,0.95,0.92,0.99,1,0.73012079
0.91,0.95,0.92,0.99,2,1.158739145
0.91,0.95,0.92,1,1,0.728510413
0.91,0.95,0.92,1,2,1.157344195
0.91,0.95,0.93,0.9,1,0.74153526
0.91,0.95,0.93,0.9,2,1.174048759
0.91,0.95,0.93,0.91,1,0.740361714
0.91,0.95,0.93,0.91,2,1.171615527
0.91,0.95,0.93,0.92,1,0.73915304
0.91,0.95,0.93,0.92,2,1.169736454
0.91,0.95,0.93,0.93,1,0.737944322
0.91,0.95,0.93,0.93,2,1.167997232
0.91,0.95,0.93,0.94,1,0.736681158
0.91,0.95,0.93,0.94,2,1.166336704
0.91,0.95,0.93,0.95,1,0.735488034
0.91,0.95,0.93,0.95,2,1.164741913
0.91,0.95,0.93,0.96,1,0.734258364
0.91,0.95,0.93,0.96,2,1.163179556
0.91,0.95,0.93,0.97,1,0.732942986
0.91,0.95,0.93,0.97,2,1.161644752
0.91,0.95,0.93,0.98,1,0.73153443
0.91,0.95,0.93,0.98,2,1.160092625
0.91,0.95,0.93,0.99,1,0.730025288
0.91,0.95,0.93,0.99,2,1.158645728
0.91,0.95,0.93,1,1,0.728414526
0.91,0.95,0.93,1,2,1.157251647
0.91,0.95,0.94,0.9,1,0.741427044
0.91,0.95,0.94,0.9,2,1.173894329
0.91,0.95,0.94,0.91,1,0.740256905
0.91,0.95,0.94,0.91,2,1.171477289
0.91,0.95,0.94,0.92,1,0.739051139
0.91,0.95,0.94,0.92,2,1.169611333
0.91,0.95,0.94,0.93,1,0.737844862
0.91,0.95,0.94,0.93,2,1.16788259
0.91,0.95,0.94,0.94,1,0.736583695
0.91,0.95,0.94,0.94,2,1.166230236
0.91,0.95,0.94,0.95,1,0.735395498
0.91,0.95,0.94,0.95,2,1.164641604
0.91,0.95,0.94,0.96,1,0.734166414
0.91,0.95,0.94,0.96,2,1.163083699
0.91,0.95,0.94,0.97,1,0.732851323
0.91,0.95,0.94,0.97,2,1.16155197
0.91,0.95,0.94,0.98,1,0.731442793
0.91,0.95,0.94,0.98,2,1.160001869
0.91,0.95,0.94,0.99,1,0.729933445
0.91,0.95,0.94,0.99,2,1.158556242
0.91,0.95,0.94,1,1,0.728322247
0.91,0.95,0.94,1,2,1.157162911
0.91,0.95,0.95,0.9,1,0.741324046
0.91,0.95,0.95,0.9,2,1.1737483
0.91,0.95,0.95,0.91,1,0.740157055
0.91,0.95,0.95,0.91,2,1.171346386
0.91,0.95,0.95,0.92,1,0.738953963
0.91,0.95,0.95,0.92,2,1.169492689
0.91,0.95,0.95,0.93,1,0.737749913
0.91,0.95,0.95,0.93,2,1.167773729
0.91,0.95,0.95,0.94,1,0.736490546
0.91,0.95,0.95,0.94,2,1.16612898
0.91,0.95,0.95,0.95,1,0.735306844
0.91,0.95,0.95,0.95,2,1.164546045
0.91,0.95,0.95,0.96,1,0.734078211
0.91,0.95,0.95,0.96,2,1.162992218
0.91,0.95,0.95,0.97,1,0.732763289
0.91,0.95,0.95,0.97,2,1.161463272
0.91,0.95,0.95,0.98,1,0.731354687
0.91,0.95,0.95,0.98,2,1.159914979
0.91,0.95,0.95,0.99,1,0.729845058
0.91,0.95,0.95,0.99,2,1.158470463
0.91,0.95,0.95,1,1,0.728233377
0.91,0.95,0.95,1,2,1.157077769
0.91,0.95,0.96,0.9,1,0.741225946
0.91,0.95,0.96,0.9,2,1.173610122
0.91,0.95,0.96,0.91,1,0.740061862
0.91,0.95,0.96,0.91,2,1.171222351
0.91,0.95,0.96,0.92,1,0.738861227
0.91,0.95,0.96,0.92,2,1.169380119
0.91,0.95,0.96,0.93,1,0.737659205
0.91,0.95,0.96,0.93,2,1.167670296
0.91,0.95,0.96,0.94,1,0.736401455
0.91,0.95,0.96,0.94,2,1.166032624
0.91,0.95,0.96,0.95,1,0.735221844
0.91,0.95,0.96,0.95,2,1.164454954
0.91,0.95,0.96,0.96,1,0.733993538
0.91,0.95,0.96,0.96,2,1.162904858
0.91,0.95,0.96,0.97,1,0.732678676
0.91,0.95,0.96,0.97,2,1.161378423
0.91,0.95,0.96,0.98,1,0.731269912
0.91,0.95,0.96,0.98,2,1.159831732
0.91,0.95,0.96,0.99,1,0.729759934
0.91,0.95,0.96,0.99,2,1.158388177
0.91,0.95,0.96,1,1,0.728147728
0.91,0.95,0.96,1,2,1.156996015
0.91,0.95,0.97,0.9,1,0.74113244
0.91,0.95,0.97,0.9,2,1.173479271
0.91,0.95,0.97,0.91,1,0.73997104
0.91,0.95,0.97,0.91,2,1.171104735
0.91,0.95,0.97,0.92,1,0.738772659
0.91,0.95,0.97,0.92,2,1.169273236
0.91,0.95,0.97,0.93,1,0.737572481
0.91,0.95,0.97,0.93,2,1.167571953
0.91,0.95,0.97,0.94,1,0.736316177
0.91,0.95,0.97,0.94,2,1.165940868
0.91,0.95,0.97,0.95,1,0.735140282
0.91,0.95,0.97,0.95,2,1.164368062
0.91,0.95,0.97,0.96,1,0.733912191
0.91,0.95,0.97,0.96,2,1.162821375
0.91,0.95,0.97,0.97,1,0.732597288
0.91,0.95,0.97,0.97,2,1.161297196
0.91,0.95,0.97,0.98,1,0.731188278
0.91,0.95,0.97,0.98,2,1.159751916
0.91,0.95,0.97,0.99,1,0.72967789
0.91,0.95,0.97,0.99,2,1.158309183
0.91,0.95,0.97,1,1,0.728065122
0.91,0.95,0.97,1,2,1.156917455
0.91,0.95,0.98,0.9,1,0.741043234
0.91,0.95,0.98,0.9,2,1.173355243
0.91,0.95,0.98,0.91,1,0.739884312
0.91,0.95,0.98,0.91,2,1.170993111
0.91,0.95,0.98,0.92,1,0.738687999
0.91,0.95,0.98,0.92,2,1.16917167
0.91,0.95,0.98,0.93,1,0.737489495
0.91,0.95,0.98,0.93,2,1.167478377
0.91,0.95,0.98,0.94,1,0.736234481
0.91,0.95,0.98,0.94,2,1.165853427
0.91,0.95,0.98,0.95,1,0.735061953
0.91,0.95,0.98,0.95,2,1.164285115
0.91,0.95,0.98,0.96,1,0.733833973
0.91,0.95,0.98,0.96,2,1.162741536
0.91,0.95,0.98,0.97,1,0.732518939
0.91,0.95,0.98,0.97,2,1.161219379
0.91,0.95,0.98,0.98,1,0.731109609
0.91,0.95,0.98,0.98,2,1.159675331
0.91,0.95,0.98,0.99,1,0.729598754
0.91,0.95,0.98,0.99,2,1.15823329
0.91,0.95,0.98,1,1,0.727985392
0.91,0.95,0.98,1,2,1.156841904
0.91,0.95,0.99,0.9,1,0.740958052
0.91,0.95,0.99,0.9,2,1.173237563
0.91,0.95,0.99,0.91,1,0.739801418
0.91,0.95,0.99,0.91,2,1.170887071
0.91,0.95,0.99,0.92,1,0.738607002
0.91,0.95,0.99,0.92,2,1.169075069
0.91,0.95,0.99,0.93,1,0.737410015
0.91,0.95,0.99,0.93,2,1.16738926
0.91,0.95,0.99,0.94,1,0.736156148
0.91,0.95,0.99,0.94,2,1.165770029
0.91,0.95,0.99,0.95,1,0.734986663
0.91,0.95,0.99,0.95,2,1.16420587
0.91,0.95,0.99,0.96,1,0.7337587
0.91,0.95,0.99,0.96,2,1.162665122
0.91,0.95,0.99,0.97,1,0.732443454
0.91,0.95,0.99,0.97,2,1.161144768
0.91,0.95,0.99,0.98,1,0.731033736
0.91,0.95,0.99,0.98,2,1.159601787
0.91,0.95,0.99,0.99,1,0.729522365
0.91,0.95,0.99,0.99,2,1.15816032
0.91,0.95,0.99,1,1,0.727908378
0.91,0.95,0.99,1,2,1.156769191
0.91,0.95,1,0.9,1,0.740876631
0.91,0.95,1,0.9,2,1.17312578
0.91,0.95,1,0.91,1,0.739722112
0.91,0.95,1,0.91,2,1.170786229
0.91,0.95,1,0.92,1,0.738529434
0.91,0.95,1,0.92,2,1.168983099
0.91,0.95,1,0.93,1,0.737333822
0.91,0.95,1,0.93,2,1.16730431
0.91,0.95,1,0.94,1,0.736080971
0.91,0.95,1,0.94,2,1.165690417
0.91,0.95,1,0.95,1,0.73491423
0.91,0.95,1,0.95,2,1.164130095
0.91,0.95,1,0.96,1,0.733686199
0.91,0.95,1,0.96,2,1.162591924
0.91,0.95,1,0.97,1,0.732370667
0.91,0.95,1,0.97,2,1.161073174
0.91,0.95,1,0.98,1,0.730960501
0.91,0.95,1,0.98,2,1.159531107
0.91,0.95,1,0.99,1,0.72944857
0.91,0.95,1,0.99,2,1.158090101
0.91,0.95,1,1,1,0.727833934
0.91,0.95,1,1,2,1.156699152
0.91,0.96,0.9,0.9,1,0.741550765
0.91,0.96,0.9,0.9,2,1.173747645
0.91,0.96,0.9,0.91,1,0.740378559
0.91,0.96,0.9,0.91,2,1.17147716
0.91,0.96,0.9,0.92,1,0.739167177
0.91,0.96,0.9,0.92,2,1.169667747
0.91,0.96,0.9,0.93,1,0.737951473
0.91,0.96,0.9,0.93,2,1.16795063
0.91,0.96,0.9,0.94,1,0.736776923
0.91,0.96,0.9,0.94,2,1.166317404
0.91,0.96,0.9,0.95,1,0.735602297
0.91,0.96,0.9,0.95,2,1.164737112
0.91,0.96,0.9,0.96,1,0.734345317
0.91,0.96,0.9,0.96,2,1.163176419
0.91,0.96,0.9,0.97,1,0.73300123
0.91,0.96,0.9,0.97,2,1.161632033
0.91,0.96,0.9,0.98,1,0.731565597
0.91,0.96,0.9,0.98,2,1.160062544
0.91,0.96,0.9,0.99,1,0.730033806
0.91,0.96,0.9,0.99,2,1.158594424
0.91,0.96,0.9,1,1,0.72840621
0.91,0.96,0.9,1,2,1.157178338
0.91,0.96,0.91,0.9,1,0.741425747
0.91,0.96,0.91,0.9,2,1.173572296
0.91,0.96,0.91,0.91,1,0.740257324
0.91,0.96,0.91,0.91,2,1.171320264
0.91,0.96,0.91,0.92,1,0.739049191
0.91,0.96,0.91,0.92,2,1.169525676
0.91,0.96,0.91,0.93,1,0.737836246
0.91,0.96,0.91,0.93,2,1.16782034
0.91,0.96,0.91,0.94,1,0.736668958
0.91,0.96,0.91,0.94,2,1.166196294
0.91,0.96,0.91,0.95,1,0.735495424
0.91,0.96,0.91,0.95,2,1.164622957
0.91,0.96,0.91,0.96,1,0.734239199
0.91,0.96,0.91,0.96,2,1.16306735
0.91,0.96,0.91,0.97,1,0.732895568
0.91,0.96,0.91,0.97,2,1.161526549
0.91,0.96,0.91,0.98,1,0.731460124
0.91,0.96,0.91,0.98,2,1.159959486
0.91,0.96,0.91,0.99,1,0.72992826
0.91,0.96,0.91,0.99,2,1.158492931
0.91,0.96,0.91,1,1,0.728300305
0.91,0.96,0.91,1,2,1.157077795
0.91,0.96,0.92,0.9,1,0.741306838
0.91,0.96,0.92,0.9,2,1.173406384
0.91,0.96,0.92,0.91,1,0.740141925
0.91,0.96,0.92,0.91,2,1.171171607
0.91,0.96,0.92,0.92,1,0.738936793
0.91,0.96,0.92,0.92,2,1.169390894
0.91,0.96,0.92,0.93,1,0.73772638
0.91,0.96,0.92,0.93,2,1.167696574
0.91,0.96,0.92,0.94,1,0.736565807
0.91,0.96,0.92,0.94,2,1.166081088
0.91,0.96,0.92,0.95,1,0.735393207
0.91,0.96,0.92,0.95,2,1.164514198
0.91,0.96,0.92,0.96,1,0.73413759
0.91,0.96,0.92,0.96,2,1.16296327
0.91,0.96,0.92,0.97,1,0.732794281
0.91,0.96,0.92,0.97,2,1.161425732
0.91,0.96,0.92,0.98,1,0.731358907
0.91,0.96,0.92,0.98,2,1.159860854
0.91,0.96,0.92,0.99,1,0.729826879
0.91,0.96,0.92,0.99,2,1.158395692
0.91,0.96,0.92,1,1,0.728198506
0.91,0.96,0.92,1,2,1.156981386
0.91,0.96,0.93,0.9,1,0.741193703
0.91,0.96,0.93,0.9,2,1.173249371
0.91,0.96,0.93,0.91,1,0.740032041
0.91,0.96,0.93,0.91,2,1.17103073
0.91,0.96,0.93,0.92,1,0.738829675
0.91,0.96,0.93,0.92,2,1.169262999
0.91,0.96,0.93,0.93,1,0.73762158
0.91,0.96,0.93,0.93,2,1.167578977
0.91,0.96,0.93,0.94,1,0.736467206
0.91,0.96,0.93,0.94,2,1.165971464
0.91,0.96,0.93,0.95,1,0.735295393
0.91,0.96,0.93,0.95,2,1.164410543
0.91,0.96,0.93,0.96,1,0.734040246
0.91,0.96,0.93,0.96,2,1.162863906
0.91,0.96,0.93,0.97,1,0.732697131
0.91,0.96,0.93,0.97,2,1.161329327
0.91,0.96,0.93,0.98,1,0.731261718
0.91,0.96,0.93,0.98,2,1.159766405
0.91,0.96,0.93,0.99,1,0.729729438
0.91,0.96,0.93,0.99,2,1.158302471
0.91,0.96,0.93,1,1,0.728100592
0.91,0.96,0.93,1,2,1.156888883
0.91,0.96,0.94,0.9,1,0.741086013
0.91,0.96,0.94,0.9,2,1.17310073
0.91,0.96,0.94,0.91,1,0.739927358
0.91,0.96,0.94,0.91,2,1.170897182
0.91,0.96,0.94,0.92,1,0.738727538
0.91,0.96,0.94,0.92,2,1.169141599
0.91,0.96,0.94,0.93,1,0.737521559
0.91,0.96,0.94,0.93,2,1.167467199
0.91,0.96,0.94,0.94,1,0.7363729
0.91,0.96,0.94,0.94,2,1.165867109
0.91,0.96,0.94,0.95,1,0.735201734
0.91,0.96,0.94,0.95,2,1.164311705
0.91,0.96,0.94,0.96,1,0.733946928
0.91,0.96,0.94,0.96,2,1.162768995
0.91,0.96,0.94,0.97,1,0.73260389
0.91,0.96,0.94,0.97,2,1.161237088
0.91,0.96,0.94,0.98,1,0.731168335
0.91,0.96,0.94,0.98,2,1.159675906
0.91,0.96,0.94,0.99,1,0.729635724
0.91,0.96,0.94,0.99,2,1.158213045
0.91,0.96,0.94,1,1,0.728006354
0.91,0.96,0.94,1,2,1.156800069
0.91,0.96,0.95,0.9,1,0.740983449
0.91,0.96,0.95,0.9,2,1.172959946
0.91,0.96,0.95,0.91,1,0.739827572
0.91,0.96,0.95,0.91,2,1.170770525
0.91,0.96,0.95,0.92,1,0.738630091
0.91,0.96,0.95,0.92,2,1.169026313
0.91,0.96,0.95,0.93,1,0.737426038
0.91,0.96,0.95,0.93,2,1.167360906
0.91,0.96,0.95,0.94,1,0.736282643
0.91,0.96,0.95,0.94,2,1.165767723
0.91,0.96,0.95,0.95,1,0.735111994
0.91,0.96,0.95,0.95,2,1.164217414
0.91,0.96,0.95,0.96,1,0.73385741
0.91,0.96,0.95,0.96,2,1.162678287
0.91,0.96,0.95,0.97,1,0.732514339
0.91,0.96,0.95,0.97,2,1.161148782
0.91,0.96,0.95,0.98,1,0.731078548
0.91,0.96,0.95,0.98,2,1.159589135
0.91,0.96,0.95,0.99,1,0.729545534
0.91,0.96,0.95,0.99,2,1.158127201
0.91,0.96,0.95,1,1,0.727915593
0.91,0.96,0.95,1,2,1.156714736
0.91,0.96,0.96,0.9,1,0.740885702
0.91,0.96,0.96,0.9,2,1.172826526
0.91,0.96,0.96,0.91,1,0.73973239
0.91,0.96,0.96,0.91,2,1.170650333
0.91,0.96,0.96,0.92,1,0.738537055
0.91,0.96,0.96,0.92,2,1.168916772
0.91,0.96,0.96,0.93,1,0.737334752
0.91,0.96,0.96,0.93,2,1.167259772
0.91,0.96,0.96,0.94,1,0.736196197
0.91,0.96,0.96,0.94,2,1.165673015
0.91,0.96,0.96,0.95,1,0.735025947
0.91,0.96,0.96,0.95,2,1.164127406
0.91,0.96,0.96,0.96,1,0.733771475
0.91,0.96,0.96,0.96,2,1.162591541
0.91,0.96,0.96,0.97,1,0.732428271
0.91,0.96,0.96,0.97,2,1.161064185
0.91,0.96,0.96,0.98,1,0.730992157
0.91,0.96,0.96,0.98,2,1.159505882
0.91,0.96,0.96,0.99,1,0.729458673
0.91,0.96,0.96,0.99,2,1.158044737
0.91,0.96,0.96,1,1,0.727828121
0.91,0.96,0.96,1,2,1.156632689
0.91,0.96,0.97,0.9,1,0.740792476
0.91,0.96,0.97,0.9,2,1.17269999
0.91,0.96,0.97,0.91,1,0.73964153
0.91,0.96,0.97,0.91,2,1.170536199
0.91,0.96,0.97,0.92,1,0.738448162
0.91,0.96,0.97,0.92,2,1.168812622
0.91,0.96,0.97,0.93,1,0.737249509
0.91,0.96,0.97,0.93,2,1.167163485
0.91,0.96,0.97,0.94,1,0.736113337
0.91,0.96,0.97,0.94,2,1.165582707
0.91,0.96,0.97,0.95,1,0.734943377
0.91,0.96,0.97,0.95,2,1.16404143
0.91,0.96,0.97,0.96,1,0.733688915
0.91,0.96,0.97,0.96,2,1.162508529
0.91,0.96,0.97,0.97,1,0.732345489
0.91,0.96,0.97,0.97,2,1.160983086
0.91,0.96,0.97,0.98,1,0.730908974
0.91,0.96,0.97,0.98,2,1.159425948
0.91,0.96,0.97,0.99,1,0.729374959
0.91,0.96,0.97,0.99,2,1.157965463
0.91,0.96,0.97,1,1,0.727743759
0.91,0.96,0.97,1,2,1.156553743
0.91,0.96,0.98,0.9,1,0.740703487
0.91,0.96,0.98,0.9,2,1.172579881
0.91,0.96,0.98,0.91,1,0.739554723
0.91,0.96,0.98,0.91,2,1.17042773
0.91,0.96,0.98,0.92,1,0.738363157
0.91,0.96,0.98,0.92,2,1.168713521
0.91,0.96,0.98,0.93,1,0.737169535
0.91,0.96,0.98,0.93,2,1.167071744
0.91,0.96,0.98,0.94,1,0.736033849
0.91,0.96,0.98,0.94,2,1.165496533
0.91,0.96,0.98,0.95,1,0.734864078
0.91,0.96,0.98,0.95,2,1.163959248
0.91,0.96,0.98,0.96,1,0.733609536
0.91,0.96,0.98,0.96,2,1.162429033
0.91,0.96,0.98,0.97,1,0.732265804
0.91,0.96,0.98,0.97,2,1.160905282
0.91,0.96,0.98,0.98,1,0.730828818
0.91,0.96,0.98,0.98,2,1.159349143
0.91,0.96,0.98,0.99,1,0.729294219
0.91,0.96,0.98,0.99,2,1.157889199
0.91,0.96,0.98,1,1,0.727662338
0.91,0.96,0.98,1,2,1.156477723
0.91,0.96,0.99,0.9,1,0.740618464
0.91,0.96,0.99,0.9,2,1.172465765
0.91,0.96,0.99,0.91,1,0.739471714
0.91,0.96,0.99,0.91,2,1.170324552
0.91,0.96,0.99,0.92,1,0.738281798
0.91,0.96,0.99,0.92,2,1.168619144
0.91,0.96,0.99,0.93,1,0.737092829
0.91,0.96,0.99,0.93,2,1.166984266
0.91,0.96,0.99,0.94,1,0.735957527
0.91,0.96,0.99,0.94,2,1.165414239
0.91,0.96,0.99,0.95,1,0.734787855
0.91,0.96,0.99,0.95,2,1.163880631
0.91,0.96,0.99,0.96,1,0.733533151
0.91,0.96,0.99,0.96,2,1.162352845
0.91,0.96,0.99,0.97,1,0.73218904
0.91,0.96,0.99,0.97,2,1.160830583
0.91,0.96,0.99,0.98,1,0.73075152
0.91,0.96,0.99,0.98,2,1.159275289
0.91,0.96,0.99,0.99,1,0.729216288
0.91,0.96,0.99,0.99,2,1.157815773
0.91,0.96,0.99,1,1,0.727583698
0.91,0.96,0.99,1,2,1.156404467
0.91,0.96,1,0.9,1,0.740537153
0.91,0.96,1,0.9,2,1.172357227
0.91,0.96,1,0.91,1,0.739392261
0.91,0.96,1,0.91,2,1.17022631
0.91,0.96,1,0.92,1,0.738203854
0.91,0.96,1,0.92,2,1.168529182
0.91,0.96,1,0.93,1,0.737019187
0.91,0.96,1,0.93,2,1.166900777
0.91,0.96,1,0.94,1,0.73588418
0.91,0.96,1,0.94,2,1.165335584
0.91,0.96,1,0.95,1,0.734714526
0.91,0.96,1,0.95,2,1.163805364
0.91,0.96,1,0.96,1,0.733459587
0.91,0.96,1,0.96,2,1.162279771
0.91,0.96,1,0.97,1,0.73211503
0.91,0.96,1,0.97,2,1.16075881
0.91,0.96,1,0.98,1,0.73067692
0.91,0.96,1,0.98,2,1.159204217
0.91,0.96,1,0.99,1,0.729141013
0.91,0.96,1,0.99,2,1.157745027
0.91,0.96,1,1,1,0.727507689
0.91,0.96,1,1,2,1.156333819
0.91,0.97,0.9,0.9,1,0.741260709
0.91,0.97,0.9,0.9,2,1.173169409
0.91,0.97,0.9,0.91,1,0.74009491
0.91,0.97,0.9,0.91,2,1.171079729
0.91,0.97,0.9,0.92,1,0.738884875
0.91,0.97,0.9,0.92,2,1.169322675
0.91,0.97,0.9,0.93,1,0.737757175
0.91,0.97,0.9,0.93,2,1.167642313
0.91,0.97,0.9,0.94,1,0.736604369
0.91,0.97,0.9,0.94,2,1.166049735
0.91,0.97,0.9,0.95,1,0.735405982
0.91,0.97,0.9,0.95,2,1.16448454
0.91,0.97,0.9,0.96,1,0.734120654
0.91,0.97,0.9,0.96,2,1.162920871
0.91,0.97,0.9,0.97,1,0.73274612
0.91,0.97,0.9,0.97,2,1.16135826
0.91,0.97,0.9,0.98,1,0.731281684
0.91,0.97,0.9,0.98,2,1.159761192
0.91,0.97,0.9,0.99,1,0.729726501
0.91,0.97,0.9,0.99,2,1.158304287
0.91,0.97,0.9,1,1,0.728082889
0.91,0.97,0.9,1,2,1.156894237
0.91,0.97,0.91,0.9,1,0.741136082
0.91,0.97,0.91,0.9,2,1.172999609
0.91,0.97,0.91,0.91,1,0.739973644
0.91,0.97,0.91,0.91,2,1.170927252
0.91,0.97,0.91,0.92,1,0.738766466
0.91,0.97,0.91,0.92,2,1.169184032
0.91,0.97,0.91,0.93,1,0.73764693
0.91,0.97,0.91,0.93,2,1.167514579
0.91,0.97,0.91,0.94,1,0.736495244
0.91,0.97,0.91,0.94,2,1.165930424
0.91,0.97,0.91,0.95,1,0.735297623
0.91,0.97,0.91,0.95,2,1.164371547
0.91,0.97,0.91,0.96,1,0.734012752
0.91,0.97,0.91,0.96,2,1.162812462
0.91,0.97,0.91,0.97,1,0.732638415
0.91,0.97,0.91,0.97,2,1.161253071
0.91,0.97,0.91,0.98,1,0.731173966
0.91,0.97,0.91,0.98,2,1.159658188
0.91,0.97,0.91,0.99,1,0.729618574
0.91,0.97,0.91,0.99,2,1.158206077
0.91,0.97,0.91,1,1,0.727974523
0.91,0.97,0.91,1,2,1.156796552
0.91,0.97,0.92,0.9,1,0.741017478
